step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
500,,,,10.561582,38622.1775
550,11.131480,2632.77,2015.08,,,2015.08,161.31,407787.09,,,,112.16,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6861,0.6491,0.5591,0.5574,0.6482,0.6424,0.6651,0.6529,0.5786,0.5041,0.5336,0.5147,0.5763,0.5499,0.5053,0.4975,0.7199,0.7208,0.7201,0.7207,0.7209,0.7200,0.7215,0.7201,0.8239,0.8247,0.8240,0.8234,0.8238,0.8236,0.8236,0.8238,0.8238,0.8238,0.8239,0.8237,0.8247,0.8236,0.8243,0.8242,0.6295,0.6305,0.6302,0.6307,0.6305,0.6309,0.6307,0.6306,0.7931,0.7928,0.7934,0.7926,0.7930,0.7932,0.7927,0.7933,0.8240,0.8244,0.8240,0.8239,0.8239,0.8239,0.8240,0.8236",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.72,,11.04,737.53,
600,11.156084,3789.30,2015.08,,,2015.08,152.55,407791.09,,,,105.03,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6768,0.6450,0.5451,0.5567,0.6458,0.6362,0.6573,0.6515,0.5867,0.4844,0.5273,0.5071,0.5750,0.5497,0.4940,0.4833,0.7209,0.7214,0.7203,0.7212,0.7206,0.7203,0.7203,0.7211,0.8239,0.8235,0.8237,0.8238,0.8235,0.8247,0.8234,0.8242,0.8235,0.8244,0.8238,0.8243,0.8238,0.8238,0.8238,0.8236,0.6306,0.6307,0.6309,0.6306,0.6302,0.6302,0.6306,0.6304,0.7925,0.7927,0.7928,0.7928,0.7928,0.7926,0.7927,0.7926,0.8240,0.8237,0.8241,0.8237,0.8238,0.8235,0.8238,0.8239",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.72,,11.02,738.97,
650,10.724003,4082.00,2015.08,,,2015.08,149.50,407795.64,,,,100.92,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6713,0.6331,0.5398,0.5576,0.6356,0.6289,0.6364,0.6466,0.5958,0.5175,0.5309,0.5229,0.5852,0.5641,0.5302,0.5046,0.7207,0.7213,0.7203,0.7217,0.7208,0.7205,0.7211,0.7209,0.8239,0.8228,0.8236,0.8235,0.8237,0.8234,0.8236,0.8235,0.8240,0.8241,0.8239,0.8241,0.8231,0.8243,0.8238,0.8237,0.6307,0.6300,0.6302,0.6305,0.6302,0.6300,0.6307,0.6305,0.7926,0.7926,0.7933,0.7941,0.7928,0.7931,0.7933,0.7930,0.8238,0.8243,0.8242,0.8236,0.8240,0.8241,0.8242,0.8243",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.33,,11.40,734.63,
700,10.544418,4085.28,2015.08,,,2015.08,148.22,407799.64,,,,99.77,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6609,0.6192,0.5277,0.5651,0.6221,0.6313,0.6181,0.6461,0.5930,0.5443,0.5345,0.5539,0.5703,0.5884,0.5238,0.5253,0.7197,0.7208,0.7204,0.7211,0.7208,0.7207,0.7203,0.7206,0.8238,0.8234,0.8243,0.8236,0.8234,0.8238,0.8234,0.8237,0.8238,0.8241,0.8245,0.8233,0.8235,0.8240,0.8233,0.8234,0.6307,0.6309,0.6304,0.6311,0.6304,0.6312,0.6299,0.6308,0.7934,0.7927,0.7930,0.7929,0.7925,0.7934,0.7931,0.7922,0.8242,0.8240,0.8239,0.8239,0.8239,0.8239,0.8242,0.8234",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,24.84,,11.63,738.53,
750,9.926105,4077.25,2015.08,,,2015.08,160.53,407804.64,,,,111.02,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6566,0.6048,0.5182,0.5490,0.6034,0.6244,0.6097,0.6441,0.6131,0.5836,0.5746,0.5883,0.5921,0.6151,0.5603,0.5515,0.7197,0.7215,0.7194,0.7210,0.7217,0.7208,0.7212,0.7200,0.8242,0.8243,0.8235,0.8240,0.8239,0.8235,0.8235,0.8238,0.8235,0.8241,0.8243,0.8237,0.8240,0.8238,0.8239,0.8243,0.6306,0.6304,0.6302,0.6304,0.6304,0.6305,0.6304,0.6303,0.7928,0.7928,0.7929,0.7930,0.7931,0.7929,0.7923,0.7923,0.8245,0.8240,0.8246,0.8238,0.8238,0.8243,0.8235,0.8238",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.97,,10.98,747.36,
800,9.630695,4090.05,2015.08,,,2015.08,151.36,407809.64,,,,102.98,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6453,0.5830,0.4992,0.5424,0.5934,0.6148,0.5914,0.6426,0.6152,0.6227,0.5825,0.6088,0.6015,0.6312,0.5899,0.6001,0.7207,0.7220,0.7197,0.7212,0.7207,0.7204,0.7208,0.7206,0.8237,0.8238,0.8237,0.8236,0.8236,0.8240,0.8233,0.8241,0.8235,0.8241,0.8234,0.8241,0.8242,0.8242,0.8240,0.8234,0.6295,0.6308,0.6306,0.6305,0.6315,0.6303,0.6299,0.6314,0.7929,0.7935,0.7928,0.7928,0.7925,0.7924,0.7929,0.7925,0.8246,0.8237,0.8239,0.8236,0.8240,0.8237,0.8235,0.8240",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.34,,11.94,766.50,
850,9.526514,4091.29,2015.08,,,2015.08,154.70,407813.64,,,,106.45,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6282,0.5679,0.4870,0.5438,0.5848,0.6119,0.5778,0.6340,0.6097,0.6363,0.6021,0.6137,0.5915,0.6411,0.6157,0.6160,0.7201,0.7208,0.7197,0.7217,0.7210,0.7203,0.7189,0.7214,0.8235,0.8239,0.8240,0.8237,0.8238,0.8243,0.8234,0.8238,0.8241,0.8244,0.8237,0.8245,0.8243,0.8241,0.8234,0.8242,0.6303,0.6305,0.6307,0.6307,0.6309,0.6307,0.6311,0.6304,0.7932,0.7923,0.7930,0.7931,0.7927,0.7931,0.7933,0.7926,0.8233,0.8241,0.8244,0.8237,0.8240,0.8238,0.8234,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,27.30,,11.12,767.76,
900,9.160580,4099.92,2015.08,,,2015.08,161.03,407816.64,,,,112.92,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6298,0.5554,0.4906,0.5300,0.5763,0.6004,0.5729,0.6387,0.6233,0.6570,0.6301,0.6378,0.6110,0.6581,0.6393,0.6324,0.7205,0.7211,0.7195,0.7215,0.7213,0.7210,0.7168,0.7213,0.8241,0.8239,0.8239,0.8240,0.8236,0.8232,0.8237,0.8236,0.8238,0.8241,0.8234,0.8236,0.8240,0.8238,0.8233,0.8238,0.6303,0.6305,0.6300,0.6303,0.6307,0.6315,0.6308,0.6303,0.7932,0.7921,0.7929,0.7927,0.7929,0.7927,0.7928,0.7930,0.8243,0.8243,0.8239,0.8248,0.8243,0.8240,0.8242,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,26.33,,12.51,752.17,
950,9.528391,4074.81,2015.08,,,2015.08,161.47,407821.64,,,,113.00,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6299,0.5543,0.4722,0.5307,0.5563,0.6000,0.5810,0.6286,0.6067,0.6504,0.6311,0.6321,0.6005,0.6509,0.6251,0.6410,0.7197,0.7211,0.7182,0.7212,0.7210,0.7198,0.6928,0.7204,0.8233,0.8233,0.8238,0.8242,0.8237,0.8239,0.8235,0.8239,0.8237,0.8239,0.8243,0.8238,0.8240,0.8238,0.8238,0.8237,0.6309,0.6305,0.6307,0.6307,0.6308,0.6309,0.6304,0.6306,0.7922,0.7932,0.7925,0.7931,0.7929,0.7929,0.7925,0.7928,0.8242,0.8241,0.8243,0.8241,0.8239,0.8242,0.8234,0.8240",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,26.50,,12.97,767.95,
1000,8.930659,4073.94,2015.08,,,2015.08,154.98,407825.64,,,,107.31,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6216,0.5458,0.4560,0.5336,0.5473,0.5891,0.5732,0.6256,0.6172,0.6533,0.6392,0.6369,0.6011,0.6580,0.6387,0.6419,0.7200,0.7205,0.7175,0.7210,0.7215,0.7206,0.7045,0.7209,0.8242,0.8237,0.8241,0.8239,0.8237,0.8238,0.8241,0.8237,0.8242,0.8236,0.8240,0.8230,0.8237,0.8236,0.8236,0.8237,0.6306,0.6307,0.6304,0.6306,0.6303,0.6300,0.6298,0.6311,0.7923,0.7928,0.7927,0.7929,0.7936,0.7929,0.7935,0.7925,0.8240,0.8241,0.8238,0.8238,0.8244,0.8244,0.8241,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,27.49,,12.51,773.91,
1000,,,,8.039018,3099.5682
1050,8.744315,2632.10,2015.08,,,2015.08,153.20,407833.09,,,,106.17,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6337,0.5376,0.4382,0.5271,0.5369,0.5978,0.5913,0.6161,0.6097,0.6571,0.6325,0.6271,0.5912,0.6346,0.6327,0.6465,0.7193,0.7211,0.7154,0.7200,0.7205,0.7202,0.4930,0.7212,0.8236,0.8236,0.8241,0.8244,0.8242,0.8243,0.8242,0.8239,0.8241,0.8239,0.8235,0.8246,0.8245,0.8242,0.8244,0.8236,0.6302,0.6308,0.6306,0.6302,0.6299,0.6301,0.6305,0.6305,0.7934,0.7927,0.7927,0.7927,0.7932,0.7927,0.7935,0.7933,0.8240,0.8240,0.8244,0.8235,0.8241,0.8233,0.8241,0.8238",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.64,,12.59,731.56,
1100,8.777473,4077.29,2015.08,,,2015.08,149.03,407837.09,,,,102.78,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6178,0.5381,0.4366,0.5203,0.5233,0.5871,0.5716,0.5944,0.6303,0.6764,0.6510,0.6482,0.6138,0.6295,0.6511,0.6616,0.7200,0.7210,0.7175,0.7206,0.7215,0.7200,0.6307,0.7209,0.8237,0.8239,0.8236,0.8238,0.8235,0.8228,0.8235,0.8236,0.8242,0.8238,0.8241,0.8245,0.8245,0.8242,0.8243,0.8240,0.6303,0.6303,0.6312,0.6306,0.6299,0.6296,0.6302,0.6305,0.7925,0.7926,0.7935,0.7927,0.7927,0.7937,0.7927,0.7926,0.8237,0.8237,0.8236,0.8240,0.8242,0.8238,0.8235,0.8234",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,27.03,,11.40,771.41,
1150,8.897512,4076.58,2015.08,,,2015.08,152.22,407842.66,,,,106.41,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6120,0.5482,0.4154,0.5116,0.5121,0.5797,0.5812,0.5916,0.6228,0.6717,0.6593,0.6461,0.6100,0.6373,0.6531,0.6572,0.7204,0.7207,0.7165,0.7216,0.7212,0.7207,0.6125,0.7214,0.8234,0.8234,0.8236,0.8241,0.8236,0.8234,0.8244,0.8241,0.8229,0.8235,0.8241,0.8240,0.8240,0.8239,0.8245,0.8231,0.6299,0.6306,0.6307,0.6313,0.6309,0.6309,0.6309,0.6302,0.7928,0.7928,0.7929,0.7936,0.7929,0.7922,0.7938,0.7927,0.8243,0.8247,0.8237,0.8239,0.8238,0.8238,0.8247,0.8237",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.80,,11.08,739.02,
1200,8.753399,3588.57,2015.08,,,2015.08,148.83,407848.20,,,,104.31,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6023,0.5411,0.4186,0.5157,0.5243,0.5779,0.5766,0.5797,0.6139,0.6723,0.6562,0.6451,0.5969,0.6048,0.6504,0.6420,0.7198,0.7209,0.7161,0.7217,0.7216,0.7199,0.5932,0.7214,0.8241,0.8237,0.8236,0.8244,0.8228,0.8242,0.8238,0.8235,0.8243,0.8244,0.8239,0.8235,0.8240,0.8240,0.8242,0.8240,0.6305,0.6300,0.6309,0.6305,0.6301,0.6309,0.6307,0.6303,0.7927,0.7933,0.7930,0.7932,0.7931,0.7926,0.7936,0.7931,0.8240,0.8245,0.8242,0.8239,0.8244,0.8244,0.8240,0.8240",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.59,,12.09,729.89,
1250,8.520086,4078.87,2015.08,,,2015.08,152.70,407859.20,,,,107.95,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5983,0.5457,0.4218,0.5029,0.5135,0.5683,0.5686,0.5816,0.6235,0.6786,0.6645,0.6501,0.6121,0.5815,0.6695,0.6561,0.7194,0.7213,0.7111,0.7215,0.7209,0.7199,0.5134,0.7210,0.8241,0.8240,0.8242,0.8235,0.8239,0.8244,0.8238,0.8240,0.8238,0.8231,0.8240,0.8238,0.8242,0.8238,0.8236,0.8231,0.6310,0.6309,0.6302,0.6303,0.6310,0.6304,0.6308,0.6302,0.7923,0.7934,0.7931,0.7933,0.7931,0.7933,0.7927,0.7930,0.8238,0.8238,0.8239,0.8233,0.8240,0.8241,0.8242,0.8237",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.85,,11.97,745.54,
1300,8.575555,4070.51,2015.08,,,2015.08,150.69,407864.20,,,,105.92,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5929,0.5463,0.4172,0.5011,0.5145,0.5621,0.5722,0.5790,0.6180,0.6735,0.6556,0.6529,0.6077,0.5772,0.6649,0.6523,0.7191,0.7195,0.7107,0.7208,0.7214,0.7194,0.6357,0.7213,0.8235,0.8236,0.8241,0.8233,0.8241,0.8234,0.8244,0.8241,0.8242,0.8234,0.8235,0.8244,0.8238,0.8243,0.8228,0.8238,0.6301,0.6302,0.6311,0.6308,0.6307,0.6302,0.6303,0.6295,0.7927,0.7932,0.7930,0.7924,0.7931,0.7927,0.7928,0.7939,0.8240,0.8244,0.8243,0.8241,0.8241,0.8239,0.8244,0.8237",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.38,,11.88,746.11,
1350,8.297827,4075.33,2015.08,,,2015.08,155.06,407868.20,,,,110.05,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5819,0.5532,0.4042,0.5037,0.5119,0.5659,0.5596,0.5774,0.6081,0.6689,0.6604,0.6408,0.5989,0.5658,0.6551,0.6250,0.7179,0.7197,0.7137,0.7215,0.7207,0.7200,0.4539,0.7211,0.8239,0.8234,0.8236,0.8240,0.8240,0.8240,0.8239,0.8240,0.8245,0.8236,0.8235,0.8239,0.8243,0.8235,0.8241,0.8242,0.6309,0.6304,0.6305,0.6303,0.6297,0.6304,0.6310,0.6310,0.7932,0.7928,0.7930,0.7920,0.7920,0.7931,0.7928,0.7924,0.8244,0.8239,0.8243,0.8240,0.8236,0.8243,0.8243,0.8243",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.73,,11.25,734.00,
1400,8.509090,4077.54,2015.08,,,2015.08,162.34,407872.20,,,,117.05,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5950,0.5704,0.4025,0.5025,0.5108,0.5589,0.5599,0.5680,0.6131,0.6815,0.6683,0.6479,0.6068,0.6062,0.6699,0.6336,0.7181,0.7196,0.7144,0.7208,0.7203,0.7205,0.4867,0.7210,0.8239,0.8238,0.8239,0.8239,0.8245,0.8240,0.8239,0.8239,0.8241,0.8236,0.8239,0.8237,0.8237,0.8236,0.8238,0.8238,0.6306,0.6302,0.6306,0.6311,0.6303,0.6314,0.6307,0.6305,0.7922,0.7930,0.7930,0.7924,0.7916,0.7927,0.7934,0.7934,0.8231,0.8240,0.8239,0.8234,0.8236,0.8238,0.8243,0.8239",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,26.18,,11.45,789.84,
